Wizard Die;;;;sfx/wizard_die_01.wav;60;95;105;sfx/barbarian_death_01.wav;80;115;125
Troop Housing Pickup;;;;sfx/troop_housing_pickup_09.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Town Hall Pickup;;;;sfx/build_pickup_05.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Elixir Pump Pickup;;;;sfx/elixir_pump_pickup_07.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Elixir Storage Pickup;;;;sfx/elixir_storage_pickup_04.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Gold Mine Pickup;;;;sfx/goldmine_pickup4.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Gold Storage Pickup;;;;sfx/golden_haus_04.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Training Barrack Pickup;;;;sfx/troop_housing_pickup_06.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Basic Turret Pickup;;;;sfx/cannon_pickup3.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Tower Turret Pickup;;;;sfx/archer_tower_pick_01.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Weak Wall Pickup;;;;sfx/wall_pickup_01.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Wizard Tower Pickup;;;;sfx/wizard_tower_pickup_02.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Air Defence Pickup;;;;sfx/air_def_pickup_03.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Mortar Pickup;;;;sfx/mortar_pickup_01.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Alliance Castle Pickup;;;;sfx/alliance_build_pickup_03.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Troop Housing Placing;;;;sfx/troop_housing_placing_08.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Town Hall Placing;;;;sfx/town_hall_placing_04.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Elixir Pump Placing;;;;sfx/elixir_pump_drop_03.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Elixir Storage Placing;;;;sfx/elixir_storage_drop_02.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Gold Mine Placing;;;;sfx/goldmine_drop4.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Gold Storage Placing;;;;sfx/golden_haus_drop_02.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Training Barrack Placing;;;;sfx/troop_housing_placing_06.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Basic Turret Placing;;;;sfx/cannon_drop2.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Tower Turret Placing;;;;sfx/archer_tower_place_02.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Weak Wall Placing;;;;sfx/wall_place_01.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Wizard Tower Placing;;;;sfx/wizard_tower_drop_01.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Air Defence Placing;;;;sfx/air_defense_place_01.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Mortar Placing;;;;sfx/mortar_place_02.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Alliance Castle Placing;;;;sfx/alliance_build_drop_04.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Stone Pickup;;;;sfx/rock_pickup3.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Bush Pickup;;;;sfx/bush2.wav;80;100;100;sfx/wall_pickup_01.wav;100;100;100
Tree Pickup;;;;sfx/tree8.wav;70;100;100;sfx/wall_pickup_01.wav;100;100;100
Worker Building Placing;;;;sfx/builder_hut_place_02.wav;100;100;100;sfx/cannon_drop2.wav;100;100;100
Worker Building Pickup;;;;sfx/builder_hut_pickup_02.wav;100;100;100;sfx/wall_pickup_01.wav;100;100;100
Flower Pickup;;;;sfx/flower_03.wav;80;100;100;sfx/wall_pickup_01.wav;80;100;100
Pekka Deploy;;;;sfx/deploy_pekka_05.wav;100;100;100;sfx/pekka_attack_02.wav;80;70;80
Pekka Attack;;;;sfx/pekka_attack_02.wav;90;100;110;sfx/pekka_attack_02.wav;90;100;110
Pekka Hit;;;;sfx/pekka_attack_hit_01.wav;90;100;110;sfx/pekka_attack_02.wav;90;50;60
Pekka Die;;;;sfx/pekka_death_06.wav;100;100;110;sfx/mortar_hit_01.wav;90;120;120
Mortar Hit;;;;sfx/mortar_hit_01.wav;100;95;105;sfx/mortar_hit_01.wav;100;95;105
Lightning Spell Hit;;;;sfx/lightning_amb_01.wav;70;95;105;sfx/mortar_hit_01.wav;100;60;80
Tesla Attack_1;;;;sfx/tesla_zap_01.wav;100;120;100;sfx/tesla_zap_01.wav;100;120;100
Tesla Attack_2;;;;sfx/tesla_zap_01.wav;100;100;100;sfx/tesla_zap_01.wav;100;100;100
Tesla Attack_3;;;;sfx/tesla_zap_01.wav;100;120;100;sfx/tesla_zap_01.wav;100;120;100
Tesla Hit;;;;sfx/tesla_hit_02.wav;65;100;100;sfx/tesla_hit_02.wav;65;100;100
Wizard Tower attack;;;;sfx/mage_attack_02.wav;80;120;100;sfx/mage_attack_02.wav;80;100;110
Wizard Tower hit;;;;sfx/wizard_hit_01.wav;65;100;100;sfx/wizard_hit_01.wav;65;100;100
Tesla Pickup;;;;sfx/tesla_pickup_11.wav;80;100;100;sfx/wall_pickup_01.wav;80;100;100
Tesla Placing;;;;sfx/tesla_drop_09.wav;80;100;100;sfx/cannon_drop2.wav;80;100;100
Tesla Appear;;;;sfx/bad_move_06.wav;100;100;100;sfx/bad_move_06.wav;100;100;100
Bomb Appear;;;;sfx/bad_move_06.wav;100;100;100;sfx/bad_move_06.wav;100;100;100
Lightning Spell;;;;sfx/tesla_zap_01.wav;100;120;100;sfx/tesla_zap_01.wav;100;120;100
Super_Bomb;;;;sfx/mortar_hit_01.wav;100;60;80;sfx/mortar_hit_01.wav;100;60;80
Super_Bomb ground;;;;;;;;;;;
Mortar Hit lvl6;;;;sfx/mortar_hit_01.wav;100;95;105;sfx/mortar_hit_01.wav;100;95;105
Bomb Exposion;;;;sfx/cannon_fire3.wav;80;90;110;sfx/mortar_hit_01.wav;70;140;150
Bomb Exposion ground;;;;;;;;;;;
Heal area;;;;sfx/bottle_heal_magic_03.wav;70;75;75;;;;
Heal area top;;;;;;;;;;;
Heal spell;;;;;;;;sfx/healer_attack_01.wav;80;95;105
Lightning area;;;;sfx/bottle_break_04_lightning_01.wav;100;100;100;sfx/barb_deploy_11.wav;50;90;90
Lightning predeploy;;;;sfx/magic_bottle_fall_05.wav;100;95;95;sfx/elixir_collect_02.wav;50;140;140
Heal predeploy;;;;sfx/magic_bottle_fall_05.wav;100;95;95;sfx/elixir_collect_02.wav;50;140;140
Rage predeploy;;;;sfx/magic_bottle_fall_05.wav;100;95;95;sfx/elixir_collect_02.wav;50;140;140
Rage deploy;;;;sfx/bottle_rage_magic_07v2.wav;90;75;75;sfx/explosion_02.wav;80;70;80
Rage deploy top;;;;;;;;;;;
Cannon Attack;;;Mortar_Fire_01;sfx/cannon_08.wav;100;100;100;sfx/cannon_08.wav;100;100;100
Cannon Attack Large;;;;sfx/cannon_08.wav;100;100;100;sfx/cannon_08.wav;100;100;100
Mortar Attack;;;Mortar_Fire_01;sfx/mortar_fire_02_with_fall.wav;100;95;105;sfx/mortar_fire_02_with_fall.wav;80;100;100
Explosive Arrow;;;;sfx/explosive_arrow_01v2.wav;65;100;100;sfx/mage_attack_02.wav;50;120;120
Air Defence hit1;;;;sfx/air_def_hit_02.wav;65;100;100;sfx/wizard_hit_01.wav;65;100;100
Air Defence hit2;;;;sfx/air_def_hit_02.wav;65;100;100;sfx/wizard_hit_01.wav;65;100;100
Air Defence hit3;;;;sfx/air_def_hit_02.wav;65;100;100;sfx/wizard_hit_01.wav;65;100;100
Air Defence Attack;;;;sfx/air_def_attack_02.wav;;;;;;;
Rapidfire bow attack;;;;sfx/bow_attack.wav;80;120;110;sfx/arrow_hit_07.wav;80;90;110
Bow Pickup;;;;sfx/bow_pickup.wav;90;110;;sfx/cannon_drop2.wav;80;100;100
Bow Placing;;;;sfx/bow_place.wav;90;110;;sfx/cannon_drop2.wav;80;100;100
Bow Load;;;;sfx/bow_load.wav;90;110;;sfx/arrow_hit_07.wav;90;150;150
Bow Target;;;;sfx/bow_target.wav;90;110;;sfx/moving_07.wav;80;140;140
Jump predeploy;;;;sfx/magic_bottle_fall_05.wav;100;95;95;sfx/elixir_collect_02.wav;40;140;140
Jump deploy;;;;sfx/bottle_jump_spell_01.wav;95;97;97;sfx/trap_eject_01v2.wav;50;100;100
Jump deploy top;;;;;;;;;;;
Bow No Ammo;;;;sfx/bow_out_of_ammo.wav;90;110;;sfx/bad_move_06.wav;80;90;90
