character_mach_warriors_lv1;;;;;
;die;TRUE;1;build_basic_turret_lvl2_base;FALSE
build_anim_basic_turret_lvl3;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;TRUE;1;build_basic_turret_lvl3_base;TRUE
;attack_1;TRUE;1;build_basic_turret_lvl3_base;FALSE
;die;TRUE;1;build_basic_turret_lvl3_base;FALSE
build_anim_basic_turret_lvl4;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;TRUE;1;build_basic_turret_lvl4_base;TRUE
;attack_1;TRUE;1;build_basic_turret_lvl4_base;FALSE
;die;TRUE;1;build_basic_turret_lvl4_base;FALSE
build_anim_basic_turret_lvl5;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;TRUE;1;build_basic_turret_lvl5_base;TRUE
;attack_1;TRUE;1;build_basic_turret_lvl5_base;FALSE
;die;TRUE;1;build_basic_turret_lvl5_base;FALSE
build_anim_basic_turret_lvl6;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;TRUE;1;build_basic_turret_lvl6_base;TRUE
;attack_1;TRUE;1;build_basic_turret_lvl6_base;FALSE
;die;TRUE;1;build_basic_turret_lvl6_base;FALSE
build_anim_basic_turret_lvl7;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;TRUE;1;build_basic_turret_lvl7_base;TRUE
;attack_1;TRUE;1;build_basic_turret_lvl7_base;FALSE
;die;TRUE;1;build_basic_turret_lvl7_base;FALSE
build_anim_mortar_lvl1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;FALSE;1;build_mortar_lvl1_idle_1;TRUE
;idle_2;FALSE;1;build_mortar_lvl1_idle_2;TRUE
;idle_3;FALSE;1;build_mortar_lvl1_idle_3;TRUE
;steer_leftmiddle;FALSE;5;build_mortar_lvl1_steer;FALSE
;steer_middleright;FALSE;5;build_mortar_lvl1_steer;FALSE
;steer_rightmiddle;FALSE;5;build_mortar_lvl1_steer;FALSE
;steer_middleleft;FALSE;5;build_mortar_lvl1_steer;FALSE
;steer_leftright;FALSE;9;build_mortar_lvl1_steer;FALSE
;steer_rightleft;FALSE;9;build_mortar_lvl1_steer;FALSE
;steer_leftmiddle_preattack;FALSE;5;build_mortar_lvl1_steer;FALSE
;steer_middleright_preattack;FALSE;5;build_mortar_lvl1_steer;FALSE
;steer_rightmiddle_preattack;FALSE;5;build_mortar_lvl1_steer;FALSE
;steer_middleleft_preattack;FALSE;5;build_mortar_lvl1_steer;FALSE
;steer_leftright_preattack;FALSE;9;build_mortar_lvl1_steer;FALSE
;steer_rightleft_preattack;FALSE;9;build_mortar_lvl1_steer;FALSE
;attack_1;FALSE;6;build_mortar_lvl1_attack_left;FALSE
;attack_2;FALSE;6;build_mortar_lvl1_attack_middle;FALSE
;attack_3;FALSE;6;build_mortar_lvl1_attack_right;FALSE
;die;FALSE;1;build_mortar_lvl1_steer;FALSE
build_anim_mortar_lvl2;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;FALSE;1;build_mortar_lvl2_idle_1;TRUE
;idle_2;FALSE;1;build_mortar_lvl2_idle_2;TRUE
;idle_3;FALSE;1;build_mortar_lvl2_idle_3;TRUE
;steer_leftmiddle;FALSE;5;build_mortar_lvl2_steer;FALSE
;steer_middleright;FALSE;5;build_mortar_lvl2_steer;FALSE
;steer_rightmiddle;FALSE;5;build_mortar_lvl2_steer;FALSE
;steer_middleleft;FALSE;5;build_mortar_lvl2_steer;FALSE
;steer_leftright;FALSE;9;build_mortar_lvl2_steer;FALSE
;steer_rightleft;FALSE;9;build_mortar_lvl2_steer;FALSE
;steer_leftmiddle_preattack;FALSE;5;build_mortar_lvl2_steer;FALSE
;steer_middleright_preattack;FALSE;5;build_mortar_lvl2_steer;FALSE
;steer_rightmiddle_preattack;FALSE;5;build_mortar_lvl2_steer;FALSE
;steer_middleleft_preattack;FALSE;5;build_mortar_lvl2_steer;FALSE
;steer_leftright_preattack;FALSE;9;build_mortar_lvl2_steer;FALSE
;steer_rightleft_preattack;FALSE;9;build_mortar_lvl2_steer;FALSE
;attack_1;FALSE;6;build_mortar_lvl2_attack_left;FALSE
;attack_2;FALSE;6;build_mortar_lvl2_attack_middle;FALSE
;attack_3;FALSE;6;build_mortar_lvl2_attack_right;FALSE
;die;FALSE;1;build_mortar_lvl2_steer;FALSE
build_anim_mortar_lvl3;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;FALSE;1;build_mortar_lvl3_idle_1;TRUE
;idle_2;FALSE;1;build_mortar_lvl3_idle_2;TRUE
;idle_3;FALSE;1;build_mortar_lvl3_idle_3;TRUE
;steer_leftmiddle;FALSE;5;build_mortar_lvl3_steer;FALSE
;steer_middleright;FALSE;5;build_mortar_lvl3_steer;FALSE
;steer_rightmiddle;FALSE;5;build_mortar_lvl3_steer;FALSE
;steer_middleleft;FALSE;5;build_mortar_lvl3_steer;FALSE
;steer_leftright;FALSE;9;build_mortar_lvl3_steer;FALSE
;steer_rightleft;FALSE;9;build_mortar_lvl3_steer;FALSE
;steer_leftmiddle_preattack;FALSE;5;build_mortar_lvl3_steer;FALSE
;steer_middleright_preattack;FALSE;5;build_mortar_lvl3_steer;FALSE
;steer_rightmiddle_preattack;FALSE;5;build_mortar_lvl3_steer;FALSE
;steer_middleleft_preattack;FALSE;5;build_mortar_lvl3_steer;FALSE
;steer_leftright_preattack;FALSE;9;build_mortar_lvl3_steer;FALSE
;steer_rightleft_preattack;FALSE;9;build_mortar_lvl3_steer;FALSE
;attack_1;FALSE;6;build_mortar_lvl3_attack_left;FALSE
;attack_2;FALSE;6;build_mortar_lvl3_attack_middle;FALSE
;attack_3;FALSE;6;build_mortar_lvl3_attack_right;FALSE
;die;FALSE;1;build_mortar_lvl3_steer;FALSE
build_anim_mortar_lvl4;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;FALSE;1;build_mortar_lvl4_idle_1;TRUE
;idle_2;FALSE;1;build_mortar_lvl4_idle_2;TRUE
;idle_3;FALSE;1;build_mortar_lvl4_idle_3;TRUE
;steer_leftmiddle;FALSE;5;build_mortar_lvl4_steer;FALSE
;steer_middleright;FALSE;5;build_mortar_lvl4_steer;FALSE
;steer_rightmiddle;FALSE;5;build_mortar_lvl4_steer;FALSE
;steer_middleleft;FALSE;5;build_mortar_lvl4_steer;FALSE
;steer_leftright;FALSE;9;build_mortar_lvl4_steer;FALSE
;steer_rightleft;FALSE;9;build_mortar_lvl4_steer;FALSE
;steer_leftmiddle_preattack;FALSE;5;build_mortar_lvl4_steer;FALSE
;steer_middleright_preattack;FALSE;5;build_mortar_lvl4_steer;FALSE
;steer_rightmiddle_preattack;FALSE;5;build_mortar_lvl4_steer;FALSE
;steer_middleleft_preattack;FALSE;5;build_mortar_lvl4_steer;FALSE
;steer_leftright_preattack;FALSE;9;build_mortar_lvl4_steer;FALSE
;steer_rightleft_preattack;FALSE;9;build_mortar_lvl4_steer;FALSE
;attack_1;FALSE;6;build_mortar_lvl4_attack_left;FALSE
;attack_2;FALSE;6;build_mortar_lvl4_attack_middle;FALSE
;attack_3;FALSE;6;build_mortar_lvl4_attack_right;FALSE
;die;FALSE;1;build_mortar_lvl4_steer;FALSE
